S.No,Title,Date,Time,Venue,Room/Hall,Speakers,Description,Knowledge Partners
153,From AI Innovation to Nation-Building,17 Feb 2026,11:30 AM - 12:30 PM,Bharat Mandapam,L2 Audi 1,"2. Prof. S Ravi Kiran, BharatGen Technology Foundation; Dr. Amol Gite, BharatGen Technology Foundation; Mr. Anirudh Srinivasan, BharatGen Technology Foundation; Prof. Ganesh Ramakrishnan, IIT Bombay",This session will include a leadership talk and keynote addresses on AI for economic development and social good.,"BharatGen, TIH for IoT & IoE, IIT Bombay."
154,Universities as Clty-Scale AI Catalysts: Delhi's Path from Research to Public Impact,17 Feb 2026,11:30 AM - 1:00 PM,Bharat Mandapam - Expo Area,Hall No. 5 First Floor - Session Hall 1,"Prof. Anand Srivastava, VC, NSUT2; Sh. Varun Aggarwal Co-founder, Aspiring Minds; Ms. Maya Sherman, Head, Innovation, at Embassy of Israel in India","90-minute programme opens with a 10-minute institutional framing by NSUT and STPI on Delhi’s AI ecosystem and universities’ convening role. A 15-minute keynote by Prof. Anand Srivastava links academic leadership to responsible city-scale AI, curriculum, research, and industry engagement. A 40-minute panel explores translating research to deployment, talent, incubation, inclusivity, and scaling pilots with academic, STPI, government, industry, and policy experts. A 15-minute NSUT - STPI showcase presents 2–3 initiatives. Closing 10-minute reflections outline collaboration pathways ahead.
... Read More",STPI & NSUT
155,Co-Creating the MedTech Frontier: Ecosystem Innovation toward AI-Enabled Health for all,17 Feb 2026,11:30 AM - 12:30 PM,Sushma Swaraj Bhavan,Shakuntalam Banquet,"Dr Prashant Nag, TATA 1mg; Dr T. Thangaradjou, ANRF; Dr Taruna Madan Gupta, Development Research Division, Indian Council of Medical Research (ICMR); Dr Vibhav Garg, Meril; Mr Christian Wickert, Merck KGaA; Mr Gaurav Agarwal, Innvolution Healthcare Pvt Ltd; Mr Kinjal Saxena, AIG Hospitals","AI-enabled MedTech is expanding inclusive access, enabling preventive care, and improving efficiency, making healthcare more, inclusive affordable and scalable. As India emerges as a key MedTech innovation hub, a supportive ecosystem and strong collaboration across government, industry, and innovators are essential to overcome product development and market barriers, particularly in low- and middle-income countries. The panel will explore AI approaches in India's MedTech sector and pathways to accelerate productisation and scale.",Confederation of Indian Industry (CII)
156,Global AI Assurance and Standards: From Principles to Proof,17 Feb 2026,11:30 AM - 12:30 PM,Bharat Mandapam,L1 Meeting Room No. 15,"Bindya S RaJ, Infosys; Carsten Maple, University of Warwick & Alan Turing Institute; Natasha Crampton, Microsoft; Raj Bharat Patel, Holistic AI; Sue Daley OBE, techUK; Tim Mcgarr, BSI","This session brings together leaders from policy, industry, and certification bodies to explore how AI assurance is shaping governance and practice. It will spotlight key practical standards, real-world adoption across sectors, India's strategic role in quality infrastructure, and UK-India collaboration on standards, skills, and market access to build trust and responsible AI globally.",techUK
157,Industrial AI Challenges: From World's Next Industrial-Tech Innovation Hub,17 Feb 2026,11:30 AM - 12:30 PM,Bharat Mandapam,Plenary Hall B,"Aysar Tayeb, Corporate Innovation Aramco; Dr. Ammar A. Al Nahwi, Aramco; Krishnan Raman, Accenture Technology","This session will explore how AI is being applied to solve complex industrial challenges and how the global innovation hub in Dhahran can foster collaboration between industry leaders, startups, investors, and academia. Discussion will highlight the vision for open innovation, large-scale deployment of AI in industrial settings, and opportunities for global entrepreneurs and technology companies to contribute transformative solutions for real-world industrial problems.",Aramco
158,"Shaping Resilient Futures in the Age of AI: Leadership for the Technology, Energy, and Security Transitions",17 Feb 2026,11:30 AM - 12:30 PM,Bharat Mandapam,L1 Meeting Room No. 10,"Deepak Bagla, Atal Innovation Mission, NITI Aayog; Deepak Bagla, Atal Innovation Mission, NITI Aayog; Harsh Vardhan Shringla, Rajya Sabha, India; Harsh Vardhan Shringla, Rajya Sabha; Sarith Felber, Ministry of Justice, Israel; Shyam Krishnakumar, The Pranava Institute; Tanya Filer, StateUp","The ability of countries, regions, and alliances to thrive amid geopolitical volatility and systemic shocks depends on aligning three domains: AI and strategic technologies, diversified low-carbon energy systems, and modernised security capabilities. Rather than advancing in isolation, these pillars must progress together, at speed and scale, to strengthen economic and societal resilience. This discussion explores the ""triple transition,"" outlining practical pathways to navigate it while promoting cooperation, accountability, and public trust globally.",StateUp
159,Advancing AI Transparency in Practice,17 Feb 2026,11:30 AM - 12:30 PM,Bharat Mandapam,West Wing Room 4 B,"Ashish Tewari, Infosys; Karine  Perset, OECD; Melika Caroll, Global Government Affairs and Public Policy; Natasha Crampton, Microsoft; Yoichi Iida, Ministry of Internal Affairs and Communications, Japan","This discussion will examine how national and regional policies can align around shared expectations for transparency, safety and accountability. Anchored in the Hiroshima AI reporting framework, it will explore how reporting practices, risk disclosures and voluntary mechanisms — including assurance mechanisms and public–private collaboration — can complement national policies by accelerating learning, supporting innovation and strengthening trust.",Organisation for Economic Co-operation and Development / Global Partnership on AI
160,"Responsible AI for Health: Governance, Implementation and Investment Considerations",17 Feb 2026,11:30 AM - 12:30 PM,Bharat Mandapam,L1 Meeting Room No. 19,"Alain Labrique, WHO Headquarters, Geneva; Andreas Reis, WHO; Divleen Jeji, Google for Health; Emily Muller, Wellcome trust; Sameer Pujari, WHO; Suneeta Krishnan, India Country office, Gates Foundation; Sunil Kumar Barnwal, National Health Authority, GoI; Ulrike Till, WIPO","This session will explore real-world experiences in implementing AI in health systems, highlighting key governance and regulatory challenges alongside enabling factors such as data systems, partnerships, leadership, and financing. Drawing on country insights and aligned with global AI governance and normative processes, the session will advance dialogue on ethical, equitable, and people-centred deployment. It will conclude with shared priorities and practical pathways for partnership and investment to support responsible scale-up.",World Health Organization
161,AI-DPI Experimentation and the Role of Sandboxes,17 Feb 2026,11:30 AM - 12:30 PM,Bharat Mandapam,L1 Meeting Room No. 8,"Adesh Khadka, Ministry of Communication and Information Technology- Government of Nepal; Adesh Khadka, Ministry of Communication and Information Technology- Government of Nepal; Alexandru Oprunenco, UNDP Asia-Pacific; Dr. Nkundwe Moses Mwasaga, Information And Communication; Dr. Verena Kontschieder, Opendata.ch; Prototype Fund Switzerland; Kavita Bhatia, Ministry of Electronics & IT, GoI; Lorrayne Porciuncula, Executive Director; Morine Amutorine, Datasphere Initiative; Sushant Kumar, Kalpa Impact","This session explores how sandboxes can support safe, accountable, and trustworthy AI adoption in DPI systems. Through presentations and panel discussion, participants will engage with practitioners to examine challenges and complexities introduced by AI-enabled capabilities in DPI. The conversation will focus on how sandboxes provide controlled settings to test new technologies while fostering trust through diverse stakeholder involvement. Participants will leave with practical governance insights and design principles for building inclusive and scalable AI-powered DPI.... Read More",Datasphere Initiative Foundation
162,The Role of AI in Drug Discovery,17 Feb 2026,11:30 AM - 12:30 PM,Bharat Mandapam,L1 Meeting Room No. 16,"Aditya Kulkarni, Avammune; Aditya Kulkarni, Avammune; Jonathan Picker, Harvard Medical School; Jonathan Picker, Harvard Medical School; Parag Saxena, Vedanta Capital; Parag Saxena, Vedanta Capital; Vibhu Aggarwal, Miimansa; Vibhu Aggarwal, Miimansa","Modern drug discovery is in three parts: Finding a promising gene variant, translating that to a molecule that can be given to a patient and finally testing it in human clinical trials. The speakers will share their experiences and challenges in each of these three steps.  AI is being increasingly used in each of these steps and the speakers will describe the the role of AI in each part.",Department of Science & Technology
163,Cybersecurity Strategy in Era of AI,17 Feb 2026,11:30 AM - 12:30 PM,Sushma Swaraj Bhavan,Chanakya Auditorium,"Dr Huzur Saran, IIT Delhi; Dr Sanjay Bahl, CERT-In; Dr Srikanta Bedathur, IIT Delhi; Dr. Gaurav Gupta MeITY, Meity, GoI; Mohit Joshi, AppSentinels; Rajat Maheshwari, Mastercard","As digital infrastructure drives the global economy, cybercrime costs reach $10.5 trillion annually in 2025, with AI-assisted attacks surging 72%. This panel examines AI-powered defence mechanisms—predictive threat detection, automated response, and machine learning-based assessment—as essential countermeasures. Industry and government leaders will discover strategies for implementing next-generation architectures leveraging AI systems that detect threats faster and reduce breach costs, securing critical infrastructure against evolving cyber threats.... Read More",Mastercard
164,AI in Governance: Revolutionising Government Efficiency,17 Feb 2026,11:40 AM - 12:40 PM,Bharat Mandapam,L2 Audi 2,"Dean Karlan, Northwestern University & former Chief Economist of USAID; Kapil Viswanathan, IFMR; Mohammed Y. Safirulla, IndiaAI Mission, MeitY; Utkarsh Saxena, Adalat AI","As governments increasingly apply AI tools, how can evidence guide their use towards effective and equitable public service delivery of targeted schemes? This session, featuring a researcher presentation followed by a panel discussion with experts, highlights findings from a randomised study that tested whether machine learning can improve the targeting of social services. Building on these results, the participants will learn how rigorous evidence can help adopt AI to strengthen state capacity and broaden political participation.",J-PAL
165,AI Masterclass in Financial Services,17 Feb 2026,12:00 PM - 1:30 PM,Bharat Mandapam,L1 Meeting Room No. 17,"Babu Unnikrishnan, Tata Consultancy Services","This immersive session will highlight how AI is transforming the BFSI landscape, both in India and globally. In this masterclass specially curated for professionals in financial services, Tata Consultancy Services will equip participants with practical strategies for implementing AI, including outcome-driven design and guidance on scaling AI safely, within regulatory standards. Attendees will also gain hands-on experience with advanced AI technologies, such as Voice-AI and domain-adapted models, while addressing real-world challenges.",Tata Consultancy Services Limited
166,"Democratizing AI for the Last Mile:Language, Access and Trust at Scale",17 Feb 2026,12:30 PM - 1:30 PM,Bharat Mandapam,West Wing Room 4 A,"Amitabh Nag, Digital India Bhashini Division; Brijendra Kumar, KPMG; Calista Redmond, Nvidia; Harsh Dhand, Google; Pier Stefano, KPMG EMA Region; Shankar Maruwada, EkStep Foundation; Srinivas Voruganti, Government of Rajasthan","The session advances the conversation from democratizing AI access to enabling meaningful last-mile adoption, where inclusion, usability, and public trust define real impact. It explores how language AI and foundation models can serve as shared national digital infrastructure, powering governance and cultural services at scale. Emphasizing trust-by-design, it highlights transparent, accountable, human-centric AI and collaboration across industry, government platforms, and public institutions to responsibly scale inclusive AI.",KPMG
